,title,link,image,author,discount,publisher,pubdate,isbn,description
0,핀테크 보안경영 (보안사령부를 구축하라),https://search.shopping.naver.com/book/catalog/32492053731,https://shopping-phinf.pstatic.net/main_3249205/32492053731.20221019145226.jpg,김려성,30600,진한엠앤비,20160420,9791170094371,"핀테크 보안은 금융거래의 신뢰성을 유지하면서 금융과 IT 융합에 의해 편의성과 다양성을 지원할 수 있어야 한다. 사용자측면의 사전 보안에서 서버측면의 사후 보안으로 보안 프레임워크가 변화되고 있다. 그래서 다양한 인증기술의 수용, 기술의 중립성 구현, 사용자의 보안의식 강화 등의 구체적 목적을 가지고 추진되어야 한다. 핀테크 서비스를 제공하는 기업은 보안대책을 수립함에 있어 핀테크 관련 보 안정책에 대한 명확한 이해를 바탕으로 종합적인 핀테크 서비스 안전성 확보방안을 수립해야 하겠다."
1,핀테크 4.0 (핀테크 혁명과 금융의 미래),https://search.shopping.naver.com/book/catalog/32454456445,https://shopping-phinf.pstatic.net/main_3245445/32454456445.20220527025312.jpg,김종현,0,한국금융연수원,20200805,9788928726127,"『핀테크 4.0』은 〈핀테크란 무엇인가?〉, 〈핀테크의 태동과 성장사〉, 〈춘추전국시대인 글로벌 핀테크 시장〉, 〈국내외 대응 현황 및 국내 핀테크 산업의 당면 이슈〉, 〈핀테크 산업의 미래〉 등이 수록되어 있다."
2,핀테크와 법 (제2판),https://search.shopping.naver.com/book/catalog/32506678795,https://shopping-phinf.pstatic.net/main_3250667/32506678795.20220527051739.jpg,강현구,0,씨아이알,20180622,9791156106067,"핀테크의 영역과 그에 대한 법률문제의 간격을 어떻게 좁힐 수 있을 것인가

『핀테크와 법』을 출간한 후 1년의 시간이 지났다. 시시각각으로 기술 발전이 거듭하고 있음에도 핀테크 관련 법률체계는 답보상태가 유지되고 있는 모습이다. 지급결제나 P2P 대출, 크라우드 펀딩, 가상통화 등의 영역에서 금융과 기술이 더욱더 결합하고 있음을 우리는 목격하고 있다.

제2판은 지난 해 출간한 제1판의 체제를 계속 유지하기로 하였다. 다만, 금번 판은 다음과 같은 사항을 추가 보완하면서 독자들의 호응에 기대키로 한다. 첫째, 1년 사이에 변화된 핀테크의 영역을 업데이트하는 작업을 하였다. 지급결제, 송금, 크라우드 펀딩, P2P 대출, 인터넷 전문은행 및 자산관리 부문에서 최신의 내용을 간략하게 담았다. 둘째, 핀테크 영역에서 가장 괄목한 만한 성장과 변모를 계속하고 있는 P2P 대출, 가상통화에 대한 내용을 보다 더 풍부하게 제공하는 작업을 하였다. 셋째, 금융혁신지원특별법, 일명 ‘핀테크 특별법’에 대한 내용을 간략하게 설명하였다. 아직 입법화되지 않았기 때문에, 금번 발간하는 책자에 삽입하는 것이 합리적인가에 대한 주저함이 없는 것은 아니었지만, 실무에서 유익할 수 있음을 감안하여 간략하게 소개하는 것으로 집필진의 의견을 정리하였다. 넷째, 짜임새나 목차 번호, 오탈자 등을 다시 수정 보완하는 작업을 하였다. 독자들의 혼동을 가져올 수 있는 목차번호나 오탈자 등이 윤독 과정 중 발견되어 이들에 대한 수정작업을 한 것이다.

양서를 출간해야 한다는 마음은 충천해 있지만, 눈 깜짝할 사이에 변화가 지속되고 있는 핀테크의 영역을 따라잡기에는 시간상, 건강상의 여건이 허락되지 않았다. 그럼에도 불구하고 우리 셋은 1년 만에 『핀테크와 법』 제2판을 발간함으로써, 제1판 발간 시 독자들과의 약속을 지키게 되었다. 부족한 부분은 지속적으로 보완할 것을 약속드린다."
3,핀테크 3.0 (핀테크 혁명과 금융의 미래),https://search.shopping.naver.com/book/catalog/32505121654,https://shopping-phinf.pstatic.net/main_3250512/32505121654.20220521130137.jpg,김종현,0,한국금융연수원,20180508,9788928724857,▶ 핀테크에 관한 내용을 담은 전문서적입니다.
4,핀테크와 법,https://search.shopping.naver.com/book/catalog/32466653988,https://shopping-phinf.pstatic.net/main_3246665/32466653988.20220527024747.jpg,강현구,0,씨아이알,20170420,9791156103066,"『핀테크와 법』은 핀테크를 이해하기 위한 기초사항을 설명하고 핀테크에 대한 기본적인 사항을 이해한 후 핀테크와 관련된 법률문제를 탐구하였다. 핀테크 영역에서 의미가 있다고 판단되는 지급결제, 해외송금, 크라우드 펀딩, P2P 대출, 인터넷전문은행, 자산관리 및 인슈어테크 등에 관한 사항이 심도 있게 논의된다."
5,핀테크 인사이트 (돈의 미래를 주도할 핀테크 기술 트렌드와 미래 예측),https://search.shopping.naver.com/book/catalog/32493234759,https://shopping-phinf.pstatic.net/main_3249323/32493234759.20221230073118.jpg,메가트렌드 랩,15300,율곡출판사,20180208,9791187897262,"바야흐로 핀테크 전성시대다. 모든 언론의 경제면에는 핀테크로 대변되는 가상화폐, 인터넷 은행, 간편결제, 로보어드바이저, P2P대출 등의 관련 기사가 쉴새없이 쏟아지고 있다. 면면을 보면 금융과 정보통신기술의 융합이라는 공통적인 키워드를 도출해낼 수 있다. 이제는 정보통신기술을 이해하지 못하면 금융을 이야기할 수 없게 되고 있다. 이 때문에 핀테크 기업이 IT 인력을 대거 흡수하고 있다. 단편적인 예로 골드만삭스가 금융이 아닌 IT 회사라는 슬로건을 걸고 있고, 실제로 약 3만 3천 명의 정규직원 중 약 9천여 명이 IT 인력으로 구성되어 있다. 

핀테크 산업의 성장으로 금융혁신이 이루어지고 있다. 기존과 다른 양상으로 사업기회가 생겨나고 있고, 크라우드펀딩이나 P2P, ICO 등의 새로운 펀딩방식이 탄생하고 있다. 핀테크는 시간이 지날수록 발전하면서 소비자들의 금융 생활을 더욱 편하게 만들 것이다. 앞으로 어떤 혁신적인 핀테크 서비스로 우리 생활을 편하게 할 수 있을지 기대가 된다. 이러한 시점에 핀테크 트렌드를 미리 파악하고 체계적인 지식을 쌓아두는 것이 불확실한 미래를 준비하는 데 큰 도움이 될 것이다. 특히 금융 및 IT 분야의 전문가들이 공동저자로 참여하여 현장의 모습을 생생하게 전하고 있다는 점이 매력적이다. 많은 독자들이 핀테크를 이해하는 데 있어 도움이 되기를 간절히 바란다(윤정석, 삼성전자 책임 연구원, 추천의 글)."
6,핀테크 트렌드 2024 (핀테크 현황과 전망 총망라!),https://search.shopping.naver.com/book/catalog/44288814623,https://shopping-phinf.pstatic.net/main_4428881/44288814623.20231128081448.jpg,길진세,17100,책세상,20231211,9791171310944,"누구도 알려주지 못한 ‘핀테크 현황과 전망’ 총망라
IT·금융권 취준생, 현직자, 스타트업 준비자 필독서

★ 핀테크 지원센터 전문위원 겸 한국금융 연수원 핀테크 강사의 ‘검증된 정보’
★ 금융과 IT 최전선에서 함께한 ‘핀테크의 시작과 발전’ 이야기
★ 면접관이 주목할, 핵심만 담은 ‘분야별 전망’
★ 핀테크 키워드 정리

19년간 IT와 핀테크 업계 최전선에서 몸담은 저자는 취준생들을 위한 특강과 핀테크 강의를 하면서 ‘금융권 취업을 희망하지만 IT와 핀테크 트렌드를 잘 몰라서 걱정이다. 관련 정보를 얻고 그 분야에 대해 배우고 싶다’는 수강생들의 이야기를 많이 들었습니다. 요즘 취준생들 사이에선 가장 일하고 싶은 기업의 앞글자만 모은 ‘네카라쿠배당토’가 신조어로 쓰이고 있습니다. 이 기업들(네이버, 카카오, 라인, 쿠팡, 배달의민족, 당근, 토스) 모두 핀테크와 직접적으로 연결되어 있으며, 핀테크는 우리의 일상 깊숙이 유용한 기술로 발전해가고 있습니다. 그만큼 관련 산업은 미래를 이끌 필수 직종으로 주목받으며, 분야별 대표 기업들은 취준생들에게 ‘꿈의 직장’으로 불리고 있습니다. 
하지만 핀테크에 관한 정보를 제대로 정리해놓은 자료는 찾기 어렵습니다. 온라인에 단편적인 정보는 여기저기에 많지만, 핀테크 산업의 전체적인 흐름을 한눈에 보여주는 자료는 없는 실정입니다. 기존의 핀테크 책들도 숲만 거론했지 안에 있는 나무들이 어떻게 생겨났고 어떤 모양인지는 세세하게 알려주지 못하고 있습니다. 그래서 저자는 핀테크 기술과 가장 맞닿아 있는 IT/금융업계 취업이 목표인 사람과 업계 동향 파악이 필수인 현직자와 스타트업 창업 준비자에게 특히 필요한, ‘이해하기 쉬운 핀테크 가이드’를 마련했습니다. 그동안 실무를 통해 쌓은 정보와 인사이트를 발휘해, 누구도 알려주지 못했던 핀테크의 시작과 발전사, 전망까지 모두 담았습니다."
7,핀테크 규제와 실무 (지급결제와 본인인증편),https://search.shopping.naver.com/book/catalog/32441626104,https://shopping-phinf.pstatic.net/main_3244162/32441626104.20230313183513.jpg,예자선,31500,삼일인포마인,20210824,9791167840059,"온·오프라인 결제와 송금, 본인확인서비스와 전자서명(인증서)에 대한 총정리

[특장점]
ㆍ한 권으로 끝내는 법규, 비즈니스 모델, 현안의 이해
ㆍ다수 이용자가 일상적으로 이용하는 결제와 송금서비스는 금융플랫폼으로 도약하기 위한 초석으로, 기존사업자들과 신규사업자들이 치열한 경쟁을 하고 있는 영역이다. 실물경제와 밀접한 관련이 있고 해외서비스와 바로 연계될 가능성이 있기 때문에 규제와 활성화 양쪽 측면에서 제도적 개입과 논의도 많은 분야이다. 전자금융거래와 밀접한 관련이 있는 본인확인 영역 역시, 공인인증서 폐지 논의와 함께 통신사가 독점하던 본인확인서비스를 대체할 수 있는 사설인증서 등장과 전자문서 활성화 추세로 새로운 국면에 접어들고 있다.
ㆍ이 책은 여신전문금융업법과 전자금융거래법, 전자서명법, 전자상거래법의 현행 법규과 개정안, 가이드라인, 유권해석 등을 망라하여, 각 비즈니스 모델의 참가 사업자들이 누구인지, 어떤 라이선스가 필요하고, 어떤 제휴관계를 맺고 있는지, 어떤 규제를 받고 있는지를 한눈에 정리함으로써, 실무 프로세스를 만들고 제도적 현안을 이해하는데 즉각적인 도움을 받을 수 있다."
8,핀테크 에센셜,https://search.shopping.naver.com/book/catalog/32492522723,https://shopping-phinf.pstatic.net/main_3249252/32492522723.20220527061728.jpg,이근주,0,도서출판 블록체인,20200118,9791196796617,글로벌 관점에서 바라본 『핀테크 에센셜』은 국내는 물론 전세계에서 급속하게 확산되고 하루가 다르게 성장하는 핀테크를 다각도로 조망한다. '글로벌 관점에서 바라본 핀테크 에센셜'은 나날이 혁신하는 핀테크 분야에서 새로운 흐름을 꿰뚫는 통찰을 제공함으로써 다가오는 비즈니스 기회를 포착할 수 있는 길을 제시한다. 금융서비스 분야에서 새로운 혁신을 꾀하는 스타트업은 물론이고 핀테크를 포용하려는 금융권에 종사하는 이들 모두를 위한 도서이다.
9,핀테크 세상을 열다 (30편의 카툰으로 만나는 핀테크 이야기),https://search.shopping.naver.com/book/catalog/32506888625,https://shopping-phinf.pstatic.net/main_3250688/32506888625.20221231084138.jpg,김동우^김진영,11520,한빛미디어,20160105,9788968482458,"『핀테크 세상을 열다』 는 전문 컨설턴트들이 일반 대중의 눈높이에 맞춰 핀테크를 쉽고 재미있게 이해할 수 있도록 30편의 카툰으로 구성한 입문서다. ‘핀테크란 무엇인가?’에서 시작하여 핀테크의 개념을 설명해 줄 뿐만 아니라 핀테크가 실제로 일상 생활에서 어떻게 활용되고 있는지 해외, 국내 사례를 통해 살펴본다."
0,진짜 핀테크 이야기 (한 발 앞서 정복하는),https://search.shopping.naver.com/book/catalog/32492630762,https://shopping-phinf.pstatic.net/main_3249263/32492630762.20221228073118.jpg,목승환,13500,한즈미디어(한스미디어),20150924,9788959758586,"금융과 IT를 두루 섭렵한 핀테크 전문가가 이야기하는 핀테크의 모든 것. 핀테크의 진정한 개념과 확산 범위, 세계 핀테크 기업들의 현황과 국내 상황, 발전을 위한 조언까지 핀테크에 관심 있는 이들이들이라면 반드시 알아야할 정보를 담았다. 



이 책은 총 9장으로 구성되어 있다. 1장에서는 ‘핀테크란 무엇인가’라는 주제로 핀테크의 정의와 기본 개념을 살펴보기로 한다. 2장 ‘누구도 알려주지 않는 뒷이야기들’에서는 핀테크를 본격적으로 알아보기 전에 그 등장 배경을 논의해보도록 한다. 3장에서는 핀테크의 분류와 예전 국내외 사례에 대해서 살펴볼 것이다. 4장에서는 핀테크의 사업적 측면과 사회적 측면의 양면성을 고찰해볼 것이다. 5장에서는 우리가 알아야 하는 국내외 핀테크 서비스를 소개하고자 한다.



 6장에서는 ‘우리 삶 속의 핀테크’라는 주제로 핀테크의 중요성에 대해 알아보고 7장에서는 미래 핀테크에 대한 전망과 그로써 바뀔 우리의 삶에 대해 언급한다. 그리고 8장에서는 지금까지 살펴봤던 핀테크 관련논의 중에서도 주목할 만한 최근의 동향을 이야기한다. 마지막 9장에서는 ‘핀테크가 가야 할 길’이라는 주제로 지금까지 다룬 내용을 정리하며 마무리한다."
1,"핀테크, 기회를 잡아라 (돈의 흐름을 바꾸는 금융 대혁명)",https://search.shopping.naver.com/book/catalog/32492750021,https://shopping-phinf.pstatic.net/main_3249275/32492750021.20230920073050.jpg,정유신^구태언,12600,한국경제신문사,20151028,9788947540506,"돈의 흐름이 바뀌고 있다!

핀테크는 Finance와 Technology를 합쳐서 보통 금융과 IT기술의 결합이란 뜻으로 쓰인다. 핀테크는 바로 ‘금융의 인터넷화’ 또는 ‘금융의 모바일화’다. 핀테크는 우리가 알게 모르게 금융 현상과 금융의 개념을 통째로 바꾸고 있다. 한마디로 금융의 인터넷화 모바일화가 빠르게 진행되어 영업점과 금융 서비스, 금융회사를 내 손안에 쥘 수 있는 것이다. 금융 일과를 대부분 스마트폰으로 할 수 있는 지금, 금융의 개념에 대해 다시 생각해야 할 때가 되고 있다는 얘기다. 

『핀테크, 기회를 잡아라』는 아직 핀테크 혁명을 피부로 체감하지 못하는 일반 비즈니스맨들을 위해 쉽게 풀어쓴 핀테크 안내서로, 핀테크 지원센터장과 첨단 IT산업 전문 변호사가  핀테크의 성공 열쇠를 알려주는 책이다.  저자들은 먼저 핀테크가 우리 비즈니스와 삶을 얼마나 바꿔놓을지를 짚어준다. 

그리고 그 변화를 토대로 돈의 흐름이 바뀌는 일대 변혁의 시점에서 우리가 잡을 수 있는 기회는 무엇이 있는지 전망한다. 마지막으로 핀테크 활성화 대책을 세우고는 있지만 국내 핀테크가 글로벌 서비스와의 치열한 경쟁 속에서 성공적으로 자리매김 하기 위해 필요한 적극적인 노력과 규제 완화, 특허 이슈에 대해 말하고 있다."
2,+F 전략: 공급망관리+핀테크 (불확실성의 시대에 꼭 필요한 리스크 관리 전략),https://search.shopping.naver.com/book/catalog/32445500608,https://shopping-phinf.pstatic.net/main_3244550/32445500608.20230920072526.jpg,김수욱,13500,처음북스,20180830,9791170221609,"경영 환경은 그 어느 때보다 빠르고 급박하게, 예기치 못하게 움직이고 있다. 그런데 우리의 경영 전략은 예전 그대로의 상태에 머무르고 있다. 지금까지 많은 경영 전략이 나왔지만, 돈의 흐름, 즉 금융 자체에 초점을 맞춘 전략은 없었다.
금융은 전략의 한 부분을 자그마하게 차지했을 뿐, 전사적인 노력을 그곳에 쏟아 붓지 못했다. 그래서 외환위기, 자금경색 등 실제로는 금융이 야기하는 위기에 대처하지 못했다.
그래서 태어난 +F 전략은 기존의 공급망관리 기법에 핀테크를 접목함으로써, 현대의 위기 상황에 담대히 대처하는 최신 기업 전략이다."
